"UserAvatar href","avatar-image src","board-link","board-link href","subject-link","subject-link href","truncated-body","show-more-body","show-more-body href","full-body","full-body 2","full-body 3","full-body 4","full-body 5","show-less-body","author","author 2","badges src","badges src 2","badges src 3","post-image src","time","views-image src","views-count","kudo-image src","kudo-count","reply-image src","reply-count"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/170117","https://community.infineon.com/t5/image/serverpage/avatar-name/offroad/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","MTBF and FIT data","https://community.infineon.com/t5/Nor-Flash/MTBF-and-FIT-data/td-p/740256","Kindly provide the MTBF and FIT data for 



S25FL128SAGNFI001","Show More","https://community.infineon.com/","Kindly provide the MTBF and FIT data for","","S25FL128SAGNFI001","","","Show Less","By","vaidehi","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","https://community.infineon.com/html/assets/calender.svg","2024/4/16","https://community.infineon.com/html/assets/view.svg","67","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/170117","https://community.infineon.com/t5/image/serverpage/avatar-name/offroad/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","MTBF  and FIT data","https://community.infineon.com/t5/Nor-Flash/MTBF-and-FIT-data/td-p/740247","Kindly provide the MTBF and FIT data for the following components.



S29GL01GT10DHI020


S29GL01GS11DHIV20


S25HL01GTDPMHI010","Show More","https://community.infineon.com/","Kindly provide the MTBF and FIT data for the following components.","S29GL01GS11DHIV20","S29GL01GT10DHI020","S25HL01GTDPMHI010","","Show Less","By","vaidehi","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","https://community.infineon.com/html/assets/calender.svg","2024/4/16","https://community.infineon.com/html/assets/view.svg","79","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/157487","https://community.infineon.com/t5/image/serverpage/image-id/96518iF6ABC2B774BCD9A6/image-dimensions/150x150/image-coordinates/0%2C0%2C150%2C150?v=v2","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","S25FL512S test program for Automotive grade","https://community.infineon.com/t5/Nor-Flash/S25FL512S-test-program-for-Automotive-grade/td-p/726719","Hi
S25FL512S has some options for automotive and temperature range.
I = Industrial  (-40℃ to +85℃)
A = Automotive AEC-Q100 Grade3 (-40℃ to +85℃)
For t...","Show More","https://community.infineon.com/","Hi","","℃℃","℃℃","S25FL512S has some options for automotive and temperature range.","Show Less","By","camino","https://community.infineon.com/html/@E11BA9A82FC58E1904F193F739246BB3/badge_icons/Give%20accepted%20solutions_5.svg","https://community.infineon.com/html/@802D173B6CCE19D70A765EC56856B0C4/badge_icons/Reply%20to%20questions_10.svg","https://community.infineon.com/html/@9FEDFFCBA9FB60B2EB3889D72F5D4A95/badge_icons/Give%20accepted%20solutions_1.svg","https://community.infineon.com/html/assets/calender.svg","2024/4/2","https://community.infineon.com/html/assets/view.svg","149","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","4"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/169829","https://community.infineon.com/t5/image/serverpage/avatar-name/video/avatar-theme/candy/avatar-collection/tech/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","E-pad connection for S25FS flash in DFN package","https://community.infineon.com/t5/Nor-Flash/E-pad-connection-for-S25FS-flash-in-DFN-package/td-p/736334","I am using S25FS256SAGNFI000 (DFN package with E-pad) and have not been able to confirm how the E-pad should be connected (am using datasheet 002-0036...","Show More","https://community.infineon.com/","I am using S25FS256SAGNFI000 (DFN package with E-pad) and have not been able to confirm how the E-pad should be connected (am using datasheet 002-00368 Rev. *N). My guess is that I should tie it to ground - please confirm.","","Thanks  -Jason","","","Show Less","By","jt94093","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","https://community.infineon.com/html/assets/calender.svg","2024/4/10","https://community.infineon.com/html/assets/view.svg","91","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/169396","https://community.infineon.com/t5/image/serverpage/avatar-name/music/avatar-theme/candy/avatar-collection/hobbies/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","alternative for S29GL128P90FFIR20","https://community.infineon.com/t5/Nor-Flash/alternative-for-S29GL128P90FFIR20/td-p/729714","Hello,. 
i am looking for possible alternatives for NOR Flash S29GL128P90FFIR20, preferably same Form fit function.
it should be a drop in replacement...","Show More","https://community.infineon.com/","Hello,.","i am looking for possible alternatives for NOR Flash , preferably same Form fit function.","it should be a drop in replacement for existing solutions.","Regards,","","Show Less","By","Kavitha1","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","https://community.infineon.com/html/assets/calender.svg","2024/4/4","https://community.infineon.com/html/assets/view.svg","147","https://community.infineon.com/html/assets/like.svg","2","https://community.infineon.com/html/assets/comment.svg","2"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/103726","https://community.infineon.com/t5/image/serverpage/avatar-name/modern/avatar-theme/candy/avatar-collection/architecture/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","S25FL128SAGBHIA00 VIO/RFU","https://community.infineon.com/t5/Nor-Flash/S25FL128SAGBHIA00-VIO-RFU/td-p/480696","Regarding S25FL128SAGBHIA00,
If I/O voltage is 3.3V, which is good for VIO/RFU ?1. ""no connect"".2. connect to 3.3V.
 
Best Regards,
Hideki","Show More","https://community.infineon.com/","Regarding S25FL128SAGBHIA00,","If I/O voltage is 3.3V, which is good for VIO/RFU ?1. ""no connect"".2. connect to 3.3V.","","Best Regards,","","Show Less","By","MustangCobra","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/assets/calender.svg","2023/8/27","https://community.infineon.com/html/assets/view.svg","425","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","6"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90931","https://community.infineon.com/t5/image/serverpage/avatar-name/painting/avatar-theme/candy/avatar-collection/hobbies/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Example driver for programming parallel NOR Flash (S29JL032J)","https://community.infineon.com/t5/Nor-Flash/Example-driver-for-programming-parallel-NOR-Flash-S29JL032J/td-p/372059","Hi Everyone,
We are using parallel NOR flash(S29JL032J) in our custom board. I have gone through the datasheet of this chip. Need to develop driver fo...","Show More","https://community.infineon.com/","Hi Everyone,","We are using parallel NOR flash(S29JL032J) in our custom board. I have gone through the datasheet of this chip. Need to develop driver for this chip. Any example programs on this will be greatly helpful. Tried searching the web, but no luck.","Any references?","ThankYou!!","","Show Less","By","saiVamsi","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","https://community.infineon.com/html/assets/calender.svg","2022/9/22","https://community.infineon.com/html/assets/view.svg","672","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","5"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/168432","https://community.infineon.com/t5/image/serverpage/avatar-name/sports/avatar-theme/candy/avatar-collection/hobbies/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","128 Mbit, 3 V, Page Flash with 90 nm MirrorBit Process Technology - Byte...","https://community.infineon.com/t5/Nor-Flash/128-Mbit-3-V-Page-Flash-with-90-nm-MirrorBit-Process-Technology-Byte-Mode-amp/td-p/717434","S29GL128P11TFI020 is discontinued (PDN PD_075_24 - see attached, page 6) and the replacement recommended on the same PDN is S29GL128S90TFI020. However...","Show More","https://community.infineon.com/","is discontinued (PDN PD_075_24 - see attached, page 6) and the replacement recommended on the same PDN is . However,  can work in either byte or word mode, and I don't see that capability with the recommended replacement part . Of course, my legacy design uses the byte mode of operation. How can Infineon recommend a non 100% compatible replacement!? Can anyone confirm this, or am I missing something? Perhaps it is because this was originally a Cypress part.","","","","","Show Less","By","jjsusa","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/assets/calender.svg","2024/3/19","https://community.infineon.com/html/assets/view.svg","426","https://community.infineon.com/html/assets/like.svg","1","https://community.infineon.com/html/assets/comment.svg","5"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/168009","https://community.infineon.com/t5/image/serverpage/avatar-name/rubik/avatar-theme/candy/avatar-collection/toys/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","IBIS model for S25FL256SAGNFI001","https://community.infineon.com/t5/Nor-Flash/IBIS-model-for-S25FL256SAGNFI001/td-p/717697","Hi,","","","","","","","","","By","Bhavith","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/assets/calender.svg","2024/3/19","https://community.infineon.com/html/assets/view.svg","131","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","2"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/168419","https://community.infineon.com/t5/image/serverpage/avatar-name/toytrain/avatar-theme/candy/avatar-collection/toys/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","Cypress FFS package","https://community.infineon.com/t5/Nor-Flash/Cypress-FFS-package/td-p/717378","Hi,
I am after access to the Cypress Cypress FFS package  for the S29GL128S10TFI020.
Thanks.","Show More","https://community.infineon.com/","Hi,","I am after access to the Cypress","","","Cypress FFS package  for the S29GL128S10TFI020.","Show Less","By","MCP27","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","https://community.infineon.com/html/assets/calender.svg","2024/3/19","https://community.infineon.com/html/assets/view.svg","109","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","2"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/168061","https://community.infineon.com/t5/image/serverpage/avatar-name/elephant/avatar-theme/candy/avatar-collection/animals/avatar-display-size/profile/version/2?xdesc=1.0","Nor Flash","https://community.infineon.com/t5/Nor-Flash/bd-p/nor-flash","S25FL512S Input Rise and Fall Time Spec","https://community.infineon.com/t5/Nor-Flash/S25FL512S-Input-Rise-and-Fall-Time-Spec/td-p/713549","I'm currently reviewing the S25FL512S to be used as a QSPI device. Looking through the data sheet I can see a rise and fall time slew rate specified f...","Show More","https://community.infineon.com/","I'm currently reviewing the S25FL512S to be used as a QSPI device. Looking through the data sheet I can see a rise and fall time slew rate specified for the clock. Are there any rise and fall time specifications for any of the data lines or the chip select line?  Under the AC test measurement conditions I can see a maximum Input Rise and Fall time of 2.4 ns listed, but that's about all I can find.","","","","","Show Less","By","cfischang","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","https://community.infineon.com/html/assets/calender.svg","2024/3/13","https://community.infineon.com/html/assets/view.svg","112","https://community.infineon.com/html/assets/like.svg","0","https://community.infineon.com/html/assets/comment.svg","1"
