"UserAvatar href","avatar-image src","subject-link","subject-link href","solved-msg","solved-msg src","truncated-body","author 2","badges src","badges src 2","badges src 3","time","views-count","kudo-count","reply-count","show-more-body","show-more-body href","full-body","show-less-body","lia-user-rank-icon src","full-body 2","full-body 3"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/158432","https://community.infineon.com/t5/image/serverpage/avatar-name/trumpet/avatar-theme/candy/avatar-collection/music/avatar-display-size/profile/version/2?xdesc=1.0","Noise parameters of BFP405","https://community.infineon.com/t5/RF-Transistors/Noise-parameters-of-BFP405/td-p/622920","Solved","https://community.infineon.com/html/assets/solved.svg","I need Rn, Fmin, N and gamma opt values at Ic 8.33mA and Vce 2.24V.Current datasheet Dont have Rn values, and other 3 values are given for other Ic a...","RFLerner","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","2023/10/16","414","0","1","Show More","https://community.infineon.com/","","Show Less","","","I want to draw constant NF circles at smith chart."
"https://community.infineon.com/t5/user/viewprofilepage/user-id/158313","https://community.infineon.com/t5/image/serverpage/avatar-name/vampire/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","BAR90-02EL max RF power?","https://community.infineon.com/t5/RF-Transistors/BAR90-02EL-max-RF-power/td-p/621671","Solved","https://community.infineon.com/html/assets/solved.svg","hi expert BAR90-02EL is a pin diode for RF switch application.
 
i want to know the max RF power BAR90-02EL  can support. thanks!","jungfang","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","2023/10/12","417","0","1","Show More","https://community.infineon.com/","hi expert BAR90-02EL is a pin diode for RF switch application.","Show Less","","","i want to know the max RF power BAR90-02EL  can support. thanks!"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/157880","https://community.infineon.com/t5/image/serverpage/avatar-name/photography/avatar-theme/candy/avatar-collection/hobbies/avatar-display-size/profile/version/2?xdesc=1.0","BAT15-03W Diode Import Model","https://community.infineon.com/t5/RF-Transistors/BAT15-03W-Diode-Import-Model/td-p/616826","Solved","https://community.infineon.com/html/assets/solved.svg","I am using an RF rectifier circuit that operates in the 2.4GHz ISM band. The ADS model number for the BAT15-03W can be found on the website [ https://www.infineon.com/cms/de/product/rf/rf-diode/rf-mixer-and-...","bingwei9924","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2023/10/4","654","0","3","Show More","https://community.infineon.com/","I am using an RF rectifier circuit that operates in the 2.4GHz ISM band. The ADS model number for the  can be found on the website [  detector-schottky-diode/bat15-03w /?redirId =193197] . If you try to add this model as a library as before, it will fail and display the following warning:","Show Less","","Seems like my ADS 2022 version doesn't support that file? Or is there another way to import a diode model into an ADS schematic? Thank you for your answer!","smartconx_target@Q!w2e3r4t5y6u7i8o9p0||/t5/%E3%83%80%E3%82%A4%E3%82%AA%E3%83%BC%E3%83%89%E3%81%8A%E3%82%88%E3%81%B3%E3%82%B5%E3%82%A4%E3%83%AA%E3%82%B9%E3%82%BF-Si-SiC/BAT15-03W%E3%83%80%E3%82%A4%E3%82%AA%E3%83%BC%E3%83%89%E3%81%AE%E3%82%A4%E3%83%B3%E3%83%9D%E3%83%BC%E3%83%88%E3%83%A2% e3%83%87%E3%83%ab/td-p/617110"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/158097","https://community.infineon.com/t5/image/serverpage/avatar-name/pasta/avatar-theme/candy/avatar-collection/food/avatar-display-size/profile/version/2?xdesc=1.0","Nonlinear model for BAR90-02ELS diode","https://community.infineon.com/t5/RF-Transistors/Nonlinear-model-for-BAR90-02ELS-diode/td-p/619237","","","Hi All,
I am trying to figure out the nonlinear model for the BAR90-02ELS diode. The H-Spice works fine for forward bias but not for reverse bias. Any...","Tara_Y","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","2023/10/9","344","0","0","Show More","https://community.infineon.com/","Hi All,","Show Less","","I am trying to figure out the nonlinear model for the","BAR90-02ELS diode. The H-Spice works fine for forward bias but not for reverse bias. Anyone has the parameters to make a Caverly model that works for the reverse bias as well. I am trying to simulate it in AWR and these are the parameters I would need."
"https://community.infineon.com/t5/user/viewprofilepage/user-id/104254","https://community.infineon.com/t5/image/serverpage/avatar-name/lagoon/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","Varactor diode","https://community.infineon.com/t5/RF-Transistors/Varactor-diode/td-p/494952","","","Hi.
I am looking for varactor diode that has wide tuning range. Ideally the tuning range should be from 0.1pF to 4pF. Frequency of operation around 3....","edy","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2023/9/13","436","1","1","Show More","https://community.infineon.com/","Hi.","Show Less","","I am looking for varactor diode that has wide tuning range. Ideally the tuning range should be from 0.1pF to 4pF. Frequency of operation around 3.5GHz. Package should be surface mount package.","I see you have BB837/BB857..but not recommended for new design?"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/157545","https://community.infineon.com/t5/image/serverpage/avatar-name/home/avatar-theme/candy/avatar-collection/architecture/avatar-display-size/profile/version/2?xdesc=1.0","S2P file for IC part No. BGA525N6","https://community.infineon.com/t5/RF-Transistors/S2P-file-for-IC-part-No-BGA525N6/td-p/614044","","","Please share s2p file for IC part No. BGA525N6.","Bhanu","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","2023/9/26","451","0","1","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/38454","https://community.infineon.com/legacyfs/online/infineon/avatars/a1039_38.png","About the operating temperature of parts","https://community.infineon.com/t5/RF-Transistors/About-the-operating-temperature-of-parts/td-p/498092","","","Hi There,
 
""BGX50A E6327"" will be adopted.I would like to know the lower limit of the operating temperature.What is the minimum operating temperature...","saok_1389881","https://community.infineon.com/html/@9FEDFFCBA9FB60B2EB3889D72F5D4A95/badge_icons/Give%20accepted%20solutions_1.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","2023/9/19","624","2","4","Show More","https://community.infineon.com/","Hi There,","Show Less","","""BGX50A E6327"" will be adopted.I would like to know the lower limit of the operating temperature.What is the minimum operating temperature?","BGX50A"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/104415","https://community.infineon.com/t5/image/serverpage/avatar-name/modern/avatar-theme/candy/avatar-collection/architecture/avatar-display-size/profile/version/2?xdesc=1.0","Using BFP842ESD transistor for low-frequency low-noise amplifier","https://community.infineon.com/t5/RF-Transistors/Using-BFP842ESD-transistor-for-low-frequency-low-noise-amplifier/td-p/491969","Solved","https://community.infineon.com/html/assets/solved.svg","Is it possible to use the BFP842ESD transistor for lower frequency low-noise amplifiers?  I am trying to design a low noise amplifier for the 1-10 MHz...","jaystock","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2023/9/8","2603","1","3","Show More","https://community.infineon.com/","Is it possible to use the BFP842ESD transistor for lower frequency low-noise amplifiers?  I am trying to design a low noise amplifier for the 1-10 MHz range.  In this frequency range, does Infineon have any information about what source impedance to use for minimizing the noise figure at these low frequencies (Figure 18 in datasheet)?  The datasheet only seems to specify down to ~500 MHz.","Show Less","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/104254","https://community.infineon.com/t5/image/serverpage/avatar-name/lagoon/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","mmwave transistor","https://community.infineon.com/t5/RF-Transistors/mmwave-transistor/td-p/489643","Solved","https://community.infineon.com/html/assets/solved.svg","We are looking  for mmwave transistor with around ~10dB gain and 5 to 10dBm P1dB above 24GHz. The transistor should be a package part. Application is ...","edy","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2023/9/6","455","1","1","Show More","https://community.infineon.com/","We are looking  forwith around ~10dB gain and 5 to 10dBm P1dB above 24GHz. Theshould be a package part. Application is reflection amplifier circuits similar to below. Would appreciate some suggestion.","Show Less","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/102965","https://community.infineon.com/t5/image/serverpage/avatar-name/lizard/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","Need an alternate for MPN BAT165E6327HTSA1","https://community.infineon.com/t5/RF-Transistors/Need-an-alternate-for-MPN-BAT165E6327HTSA1/td-p/465159","Solved","https://community.infineon.com/html/assets/solved.svg","Need an alternate for MPN BAT165E6327HTSA1 without ROHS exemption.","Butulsara","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2023/8/9","462","0","2","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/100255","https://community.infineon.com/t5/image/serverpage/avatar-name/home/avatar-theme/candy/avatar-collection/architecture/avatar-display-size/profile/version/2?xdesc=1.0","BAV99 Vf~T coe","https://community.infineon.com/t5/RF-Transistors/BAV99-Vf-T-coe/td-p/456121","","","Hi Expert,
I want to use diode to measure temperature. My method is, set a constant current flowing diode. Normally we thought Vf ~T are linear. My qu...","Yong","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","2023/7/21","631","1","4","Show More","https://community.infineon.com/","Hi Expert,","Show Less","","I want to use diode to measure temperature. My method is, set a constant current flowing diode. Normally we thought Vf ~T are linear. My questions are:","Thanks."
"https://community.infineon.com/t5/user/viewprofilepage/user-id/102200","https://community.infineon.com/t5/image/serverpage/avatar-name/keyboard/avatar-theme/candy/avatar-collection/music/avatar-display-size/profile/version/2?xdesc=1.0","how to get varactor  voltage current curves in ADS?","https://community.infineon.com/t5/RF-Transistors/how-to-get-varactor-voltage-current-curves-in-ADS/td-p/458393","Solved","https://community.infineon.com/html/assets/solved.svg","","shhh","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2023/8/1","360","0","1","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/102200","https://community.infineon.com/t5/image/serverpage/avatar-name/keyboard/avatar-theme/candy/avatar-collection/music/avatar-display-size/profile/version/2?xdesc=1.0","varactor diode","https://community.infineon.com/t5/RF-Transistors/varactor-diode/td-p/457471","Solved","https://community.infineon.com/html/assets/solved.svg","How to plot the volt-ampere characteristic curve of a varactor diode using ADS?","shhh","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2023/7/27","457","0","2","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/101033","https://community.infineon.com/t5/image/serverpage/avatar-name/flute/avatar-theme/candy/avatar-collection/music/avatar-display-size/profile/version/2?xdesc=1.0","BAR6303WE6327HTSA1 Reasons for unstable forward current？","https://community.infineon.com/t5/RF-Transistors/BAR6303WE6327HTSA1-Reasons-for-unstable-forward-current/td-p/453567","Solved","https://community.infineon.com/html/assets/solved.svg","Parts:BAR6303WE6327HTSA, What is the reason for the instability of forward current?When supplying DC through a regulated power supply alone, it was fo...","Tim_ChnChao","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2023/7/10","441","0","2","Show More","https://community.infineon.com/","Parts:BAR6303WE6327HTSA, What is the reason for the instability of forward current?When supplying DC through a regulated power supply alone, it was found that the current was suddenly high and unstable.We originally used the BAP70-03W parts （D2~D6， All 5）for this circuit, but later the BAP70-03W parts was discontinued and replaced with your company's model. Perhaps the substitute we are looking for does not match. Is there any other model that your company can replace the BAP70-03W parts? Could you please recommend it to us? Thank you.","Show Less","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/90690","https://community.infineon.com/t5/image/serverpage/avatar-name/bus/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","Screen printing issues with BCR08PNH6727XTSA1","https://community.infineon.com/t5/RF-Transistors/Screen-printing-issues-with-BCR08PNH6727XTSA1/td-p/405083","Solved","https://community.infineon.com/html/assets/solved.svg","Screen printing issues with BCR08PNH6727XTSA1     Is the direction of arrival screen printing reversed from the direction of the specification screen ...","YPKEJI1234","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@802D173B6CCE19D70A765EC56856B0C4/badge_icons/Reply%20to%20questions_10.svg","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","2023/3/16","728","0","3","Show More","https://community.infineon.com/","Screen printing issues with BCR08PNH6727XTSA1     Is the direction of arrival screen printing reversed from the direction of the specification screen printing?","Show Less","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/100254","https://community.infineon.com/t5/image/serverpage/avatar-name/keyboard/avatar-theme/candy/avatar-collection/music/avatar-display-size/profile/version/2?xdesc=1.0","Latest data sheet","https://community.infineon.com/t5/RF-Transistors/Latest-data-sheet/td-p/449349","Solved","https://community.infineon.com/html/assets/solved.svg","Can anybody help me if the data sheet on the website is the latest?
BAR6404E6327HTSA1
This is the data sheet as of June 20, 2023
I noticed that the da...","JKVER","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","2023/6/19","336","0","1","Show More","https://community.infineon.com/","Can anybody help me if the data sheet on the website is the latest?","Show Less","","BAR6404E6327HTSA1","This is the data sheet as of June 20, 2023"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/99596","https://community.infineon.com/t5/image/serverpage/avatar-name/binoculars/avatar-theme/candy/avatar-collection/tech/avatar-display-size/profile/version/2?xdesc=1.0","How to use provided spice files for BAT165","https://community.infineon.com/t5/RF-Transistors/How-to-use-provided-spice-files-for-BAT165/td-p/446497","Solved","https://community.infineon.com/html/assets/solved.svg","I am trying to use the spice files provided for the BAT165E6327, but I am wondering if I just have to rename the files as .sub or .lib or if there is ...","dvaubel","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","2023/6/6","448","0","1","Show More","https://community.infineon.com/","I am trying to use the spice files provided for the BAT165E6327, but I am wondering if I just have to rename the files as .sub or .lib or if there is something else that must be done. I have attached the provided file.","Show Less","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/94267","https://community.infineon.com/t5/image/serverpage/avatar-name/truck/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","BBY5805WE6327BTSA1 replacement","https://community.infineon.com/t5/RF-Transistors/BBY5805WE6327BTSA1-replacement/td-p/446214","Solved","https://community.infineon.com/html/assets/solved.svg","One of our old designs used BBY5805WE6327BTSA1, but I found that this part is out of date now. What is the new version or replacement part for this pa...","Kevin559","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2023/6/5","345","1","1","Show More","https://community.infineon.com/","One of our old designs used BBY5805WE6327BTSA1, but I found that this part is out of date now. What is the new version or replacement part for this part?","Show Less","","",""
