"UserAvatar href","avatar-image src","subject-link","subject-link href","truncated-body","show-more-body","show-more-body href","full-body","show-less-body","author 2","badges src","badges src 2","badges src 3","time","views-count","kudo-count","reply-count","full-body 2","full-body 3","full-body 4","full-body 5","full-body 6","full-body 7","full-body 8"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/171128","https://community.infineon.com/t5/image/serverpage/avatar-name/bear/avatar-theme/candy/avatar-collection/animals/avatar-display-size/profile/version/2?xdesc=1.0","Double pulse test","https://community.infineon.com/t5/MOSFET-Si-SiC/Double-pulse-test/td-p/750499","IMW65R015M2H：I would like to know what is the load inductance for the dual pulse test of sic MOFET?How is the size of the load inductance determined?","Show More","https://community.infineon.com/","","Show Less","kiko","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2024/4/29","65","0","4","IMW65R015M2H：I would like to know what is the load inductance for the dual pulse test of sic MOFET?How is the size of the load inductance determined?","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/170850","https://community.infineon.com/t5/image/serverpage/avatar-name/truck/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","IRHMS67260","https://community.infineon.com/t5/MOSFET-Si-SiC/IRHMS67260/td-p/747748","IRHMS67260 is having rds(on) =29mohm. It's MIL STD part is called as 2N7584T1.
This device has Vgs absolute rating as 20V. But a Gate stress test (GST...","Show More","https://community.infineon.com/","IRHMS67260 is having rds(on) =29mohm. It's MIL STD part is called as 2N7584T1.","Show Less","Priyanshu7","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","2024/4/25","101","1","4","This device has Vgs absolute rating as 20V. But a Gate stress test (GST) is being done at 24V/250usec for Single pulse.","I wanted to know that :","1- Why do we do a test above the absolute ratings?","2- The Gate stress test (GST) is done at which environment condition like ambient with or without vacuum?","3- Whether vacuum has any effect on absolute Vgs voltage?","4- Whether temperature has any effect on absolute Vgs ratings? Like if use it at Case temperature of  90 deg whether absolute Vgs reduces?","Thank you. Looking fir quick solution as it urgent."
"https://community.infineon.com/t5/user/viewprofilepage/user-id/171112","https://community.infineon.com/t5/image/serverpage/avatar-name/binoculars/avatar-theme/candy/avatar-collection/tech/avatar-display-size/profile/version/2?xdesc=1.0","IRF7726TRPBF  Die Structure","https://community.infineon.com/t5/MOSFET-Si-SiC/IRF7726TRPBF-Die-Structure/td-p/750314","We have these part here in our lab.  There are 2 different date codes. We decapped each date code and noticed that the die structure is different betw...","Show More","https://community.infineon.com/","We have these part here in our lab.  There are 2 different date codes. We decapped each date code and noticed that the die structure is different between the two date codes. I can't seem to find a PCN in regards to the die structure. Can someone take a look at the 2 different dies and let me know if there was a change somewhere down that road. Thank you!","Show Less","AGSJess","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2024/4/29","93","0","1","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/170476","https://community.infineon.com/t5/image/serverpage/avatar-name/mummy/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","Spice model incompatibility IMZA120R014M1H_L3","https://community.infineon.com/t5/MOSFET-Si-SiC/Spice-model-incompatibility-IMZA120R014M1H-L3/td-p/745204","Dear Infineon team,the spice model of the IMZA120R014M1H and other models in the same .lib file are incompatible with SPICE.In LTSPICE the program rep...","Show More","https://community.infineon.com/","IMZA120R014M1H and other models in the same .lib file are incompatible with SPICE.In LTSPICE the program repots: ""ERROR: Node U1:$M009F:$M01LF:N03D6 is floating and connected to current source G:U1:$M009F:$M01LF:01NW"".The VCCSs G01NW and G01O5 have specified 2 nodes and a value. A VCCS needs to be specified with 4 nodes, correct?Is there a fix for this issue?","Show Less","jakub222","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","2024/4/23","118","0","4","Dear Infineon team,the spice model of the","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/168572","https://community.infineon.com/t5/image/serverpage/avatar-name/hippo/avatar-theme/candy/avatar-collection/animals/avatar-display-size/profile/version/2?xdesc=1.0","IPP075N15N3 G datasheet and switching loss calculation/LTSpice simulatio...","https://community.infineon.com/t5/MOSFET-Si-SiC/IPP075N15N3-G-datasheet-and-switching-loss-calculation-LTSpice-simulation/td-p/719073","Dear community,
I am trying to make sense of the information reported in the datasheet of the Si Mosfet IPP075N15N3 G, and the information reported in...","Show More","https://community.infineon.com/","I am trying to make sense of the information reported in the , and the information reported in the , by Graovac, Pürschel  and Kiep, and I have a few questions.","Show Less","lello","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","2024/3/21","336","0","5","Dear community,","(1) Regarding rise-time, fall-time and delay time reported in the mosfet datasheet, seem to refer to some test condition with RG = 1.6 Ohm. Is this the value of the external gate resistance applied to the MOSFET? or else?","datasheet of the Si Mosfet IPP075N15N3 G","2006 Infineon App note MOSFET Power Losses Calculation Using the Data-Sheet Parameters","(3) I am using a switching frequency of 1 MHz in the LT spice circuit reported, but I am not sure that this is correct either (perhaps too high? I am not sure what is the frequency value used when the MOSFET is tested in real life to measure rise and fall time).","(2) When trying to simulate via LT spice the switching loss, I used the circuit below, which I adapted from the diagram in the 2006 Infineon app note. (In LTSpice, the MOSFET was already present in the library after I installed it). In the circuit, I guessed the values of turn on gate resistance, and turn off gate resistance, but I am not sure these are ok. Should I just use one resistance in the gate with a value of RG = 1.6 Ohm? I am asking because the switching loss loss that I measure on LTspice on Mosfet M1 results about twice as big compared to the switching loss on M1 I calculated using the method described in the 2006 Infineon application note I stated above. Note that in the circuit below, I specified VDD = 75 V, VGS = 10V, ID = 100A like in the MOSFET datasheet .","Finally, my objective would be to use LT spice to confirm that the switching loss calculation I made according to the 2006 Infineon application note are correct, or at least in the right ball park. Once I confirm that, I would like to evaluate switching losses at different valued of ID and VDD, and create enough data so that I can input some energy loss tables in PLECS, representing as accurately as possible the loss behavior of  ."
"https://community.infineon.com/t5/user/viewprofilepage/user-id/170891","https://community.infineon.com/t5/image/serverpage/avatar-name/robojunk/avatar-theme/candy/avatar-collection/robots/avatar-display-size/profile/version/2?xdesc=1.0","AUIR3242STRXUMA1驱动B2B NMOS时，加一个1A的电阻负载时，AUIR3242欠压保护","https://community.infineon.com/t5/MOSFET-Si-SiC/AUIR3242STRXUMA1%E9%A9%B1%E5%8A%A8B2B-NMOS%E6%97%B6-%E5%8A%A0%E4%B8%80%E4%B8%AA1A%E7%9A%84%E7%94%B5%E9%98%BB%E8%B4%9F%E8%BD%BD%E6%97%B6-AUIR3242%E6%AC%A0%E5%8E%8B%E4%BF%9D%E6%8A%A4/td-p/748071","The following is my B2B2 NMOS high side driver circuit diagram. When conducting circuit testing, I set the VCC of AUIR3242STRXUMA1 to 12V and connecte...","Show More","https://community.infineon.com/","","Show Less","gbzjr","https://community.infineon.com/html/@9FC46A0208CA612D6CB0C9007C71D09A/badge_icons/Login_10.svg","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","2024/4/25","165","0","10","The following is my B2B2 NMOS high side driver circuit diagram. When conducting circuit testing, I set the VCC of AUIR3242STRXUMA1 to 12V and connected a 10 ohm resistor to the MOS. When setting the IN of AUIR3242STRXUMA1 to 3.3V, its VOUT reached 24V. But when IN is set to 0V, VOUT will become 14V, and the GATE and SOURCE pin will be short circuited, making B2BMOS unable to ON. After reviewing the manual, I found that the undervoltage protection was triggered in AUIR3242STRXUMA1. What is the reason for this? It is because the added load current is not enough, causing the MOS to operate in the linear region？","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/170615","https://community.infineon.com/t5/image/serverpage/avatar-name/castle/avatar-theme/candy/avatar-collection/architecture/avatar-display-size/profile/version/2?xdesc=1.0","Need help sourcing a transistor","https://community.infineon.com/t5/MOSFET-Si-SiC/Need-help-sourcing-a-transistor/td-p/745284","I am looking for a Power MOSFET. I need a Silicon (Si) transistor with high Vds >500V, but I don't know how to find the transistor I need. The list on...","Show More","https://community.infineon.com/","I am looking for a Power MOSFET. I need a Silicon (Si) transistor with high Vds >500V, but I don't know how to find the transistor I need. The list on the website doesn't state transistor material. Please help.","Show Less","Cheedalu","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2024/4/23","90","0","5","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/102445","https://community.infineon.com/html/@809ED64A7C313CC4C781A2681ADEFC00/assets/image_2021_02_09T14_02_44_651Z.png","constant current source driver","https://community.infineon.com/t5/MOSFET-Si-SiC/constant-current-source-driver/td-p/744193","Can't understand the function at the red line markers, anyone help explain?smartconx_target@Q!w2e3r4t5y6u7i8o9p0||/t5/MOSFET-Si-SiC/%E6%81%92%E6%B5%81...","Show More","https://community.infineon.com/","Can't understand the function at the red line markers, anyone help explain?","Show Less","Translation_Bot","","","","2024/4/22","71","0","5","smartconx_target@Q!w2e3r4t5y6u7i8o9p0||/t5/MOSFET-Si-SiC/%E6%81%92%E6%B5%81%E6%BA%90%E9%A9%B1%E5%8A%A8/td-p/744186","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/170807","https://community.infineon.com/t5/image/serverpage/avatar-name/sax/avatar-theme/candy/avatar-collection/music/avatar-display-size/profile/version/2?xdesc=1.0","PROFET™ +2 12V Smart High-Side Power Switch ISO 7637 immunity/protection","https://community.infineon.com/t5/MOSFET-Si-SiC/PROFET-2-12V-Smart-High-Side-Power-Switch-ISO-7637-immunity-protection/td-p/748004","we are looking into using SPOC+2 High-Side switch (BTS70012-1ESP) in our product. The switch will be used to drive 1 light bulbs, controlled by 3.3V M...","Show More","https://community.infineon.com/","we are looking into using SPOC+2 High-Side switch (BTS70012-1ESP) in our product. The switch will be used to drive 1 light bulbs, controlled by 3.3V MCU. The power supply (Vs) is provided directly from the vehicle battery (via 12V wire 3-8m long and local chassis ground 50cm wire).

Does this product provide any ISO 7637 pulse (1, 2a, 2b, 3a, 3b, 4) immunity?

Are there any official Infineon guidelines how to best protect the product to be able to withstand the pulses?

Thank you for your help!","Show Less","RogerWang","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","","2024/4/25","80","0","1","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/102445","https://community.infineon.com/html/@809ED64A7C313CC4C781A2681ADEFC00/assets/image_2021_02_09T14_02_44_651Z.png","About how ZVS measures the energy stored on the Coss","https://community.infineon.com/t5/MOSFET-Si-SiC/About-how-ZVS-measures-the-energy-stored-on-the-Coss/td-p/748009","Hi, I would like to simulate the switching loss of a half-bridge LLC circuit by LTSPICE, in the case of ZVS, the turn-off loss is composed of the ener...","Show More","https://community.infineon.com/","","Show Less","Translation_Bot","","","","2024/4/25","40","0","1","Hi, I would like to simulate the switching loss of a half-bridge LLC circuit by LTSPICE, in the case of ZVS, the turn-off loss is composed of the energy stored in the channel and the output capacitor, how do I measure only the energy on the capacitor, which is very important for my loss estimation. At the same time, I would like to know how you measure the Coss and Eoss, I read the Eoss directly from the datasheet and LTSPICE simulation results directly subtracted to find the channel loss is not very reasonable.","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/102445","https://community.infineon.com/html/@809ED64A7C313CC4C781A2681ADEFC00/assets/image_2021_02_09T14_02_44_651Z.png","Help me see if it's IR authentic","https://community.infineon.com/t5/MOSFET-Si-SiC/Help-me-see-if-it-s-IR-authentic/td-p/746113","There is said that this bright feet + logo a bit unlike is IR Mexico factory production, I can not judge, please gods look at, this is not authentic, ...","Show More","https://community.infineon.com/","There is said that this bright feet + logo a bit unlike is IR Mexico factory production, I can not judge, please gods look at, this is not authentic, thank you!","Show Less","Translation_Bot","","","","2024/4/24","38","0","1","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/170325","https://community.infineon.com/t5/image/serverpage/avatar-name/bird/avatar-theme/candy/avatar-collection/animals/avatar-display-size/profile/version/2?xdesc=1.0","Toque Spec for IPTC012N08NM5","https://community.infineon.com/t5/MOSFET-Si-SiC/Toque-Spec-for-IPTC012N08NM5/td-p/742671","Howdy y'all,
As the title implies, I was curious as to what the recommended torque was to secure the IPTC012N08NM5 to a heatsink? I couldn't find anyt...","Show More","https://community.infineon.com/","Howdy y'all,","Show Less","Ddelbridge222","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2024/4/18","90","0","2","As the title implies, I was curious as to what the recommended torque was to secure the IPTC012N08NM5 to a heatsink? I couldn't find anything in the datasheet or any of the supplemental documentation on what the force should be.","Thanks","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/170126","https://community.infineon.com/t5/image/serverpage/avatar-name/ghost/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","Can I replace IRFP044NPBF by IRFP064NPBF ?","https://community.infineon.com/t5/MOSFET-Si-SiC/Can-I-replace-IRFP044NPBF-by-IRFP064NPBF/td-p/740346","Hello,
IRFP044NPBF is discontinued, I found IRFP064NPBF, can I use it to replace the IRFP044NPBF ?
My project uses this mosfet as an electronic load f...","Show More","https://community.infineon.com/","Hello,","Show Less","azzido","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2024/4/16","126","1","5","IRFP044NPBF is discontinued, I found IRFP064NPBF, can I use it to replace the IRFP044NPBF ?","","My project uses this mosfet as an electronic load for 20V, 3A, 60W max.","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/41748","https://community.infineon.com/legacyfs/online/infineon/avatars/a1002_1.png","Where are CAD models of QDPack?","https://community.infineon.com/t5/MOSFET-Si-SiC/Where-are-CAD-models-of-QDPack/td-p/745375","Where are CAD models for QDPack.
There are .pdf files at https://www.infineon.com/cms/en/product/packages/PG-HDSOP/PG-HDSOP-22-1/ These are NOT CAD mo...","Show More","https://community.infineon.com/","","Show Less","GrCa_1363456","https://community.infineon.com/html/@EE150F15D4638DBF914E796EDD82BE0D/badge_icons/Give%20accepted%20solutions_25.svg","https://community.infineon.com/html/@FB918CCE61B1CABFB19E8D774429965C/badge_icons/Likes%20received_50.svg","https://community.infineon.com/html/@A21B0C8D0EE18C43E9E9212A8AE522C6/badge_icons/Webtesting%20badge.svg","2024/4/23","89","0","1","","","","","","",""
