"UserAvatar href","avatar-image src","board-link","board-link href","subject-link","subject-link href","solved-msg","solved-msg src","truncated-body","show-more-body","show-more-body href","full-body","show-less-body","author 2","badges src","badges src 2","time","views-count","kudo-count","reply-count","full-body 2","full-body 3","full-body 4","full-body 5","full-body 6","full-body 7","full-body 8","full-body 9","full-body 10","full-body 11","badges src 3"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/166923","https://community.infineon.com/t5/image/serverpage/avatar-name/classic/avatar-theme/candy/avatar-collection/transit/avatar-display-size/profile/version/2?xdesc=1.0","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","cy7c65216","https://community.infineon.com/t5/USB-low-full-high-speed/cy7c65216/td-p/702461","Solved","https://community.infineon.com/html/assets/solved.svg","Hi,We don't understand the basics.Please tell us about cy7c65216.Is it possible to configure a circuit that connects multiple slave devices with diffe...","Show More","https://community.infineon.com/","Hi,We don't understand the basics.Please tell us about cy7c65216.Is it possible to configure a circuit that connects multiple slave devices with different slave addresses using cy7c65216 as the master?Is it possible to read and write any number of bytes of data from any address using the software provided by your company?Is it correct to understand that the read and write waveforms are as shown in the figure below?","Show Less","kby_1","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2024/2/27","164","0","1","","","","","","","","","","Are there any other related documents or materials other than those listed in the ""More Information"" section of the datasheet?Regards,",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/166620","https://community.infineon.com/t5/image/serverpage/avatar-name/bird/avatar-theme/candy/avatar-collection/animals/avatar-display-size/profile/version/2?xdesc=1.0","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","Terminology ; FX2 arm, re-arm","https://community.infineon.com/t5/USB-low-full-high-speed/Terminology-FX2-arm-re-arm/td-p/701444","Solved","https://community.infineon.com/html/assets/solved.svg","Hi,
what is meant by arm EP2OUT ?
what does the below code does ?
EP2BCL = 0x80; // Re-arm endpoint 2
 
Thankyou","Show More","https://community.infineon.com/","Hi,","Show Less","jkl456","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2024/2/26","189","0","2","what is meant by arm EP2OUT ?","","EP2BCL = 0x80; // Re-arm endpoint 2","","","","","","","what does the below code does ?","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/63412","https://community.infineon.com/t5/image/serverpage/image-id/99826i6B58C0FD03A4BDF3/image-dimensions/150x150/image-coordinates/100%2C0%2C500%2C400?v=v2","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","CY7C65215 under Linux","https://community.infineon.com/t5/USB-low-full-high-speed/CY7C65215-under-Linux/td-p/698693","Solved","https://community.infineon.com/html/assets/solved.svg","Hi,
Under Linux system, how to
1. Confgiure CY7C65215 with programming new setting in Linux? like ""USB-Serial Configuration Utility"" in Windows or fwD...","Show More","https://community.infineon.com/","Hi,","Show Less","KyleLin","https://community.infineon.com/html/@9FEDFFCBA9FB60B2EB3889D72F5D4A95/badge_icons/Give%20accepted%20solutions_1.svg","https://community.infineon.com/html/@1AD53FB798C4B8F7899EC55B7B0CACE8/badge_icons/Login_50.svg","2024/2/21","256","0","3","Under Linux system, how to","","2. In Linux, after re-porgramming CY7C65215 with new setting, how to enable new setting? Softare Reset or power cycle?","","","","","","","1. Confgiure CY7C65215 with programming new setting in Linux? like ""USB-Serial Configuration Utility"" in Windows or fwDownload.exe in command line.","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/160348","https://community.infineon.com/t5/image/serverpage/avatar-name/hominid/avatar-theme/candy/avatar-collection/monsters/avatar-display-size/profile/version/2?xdesc=1.0","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","cy7c68013 audio开发问题","https://community.infineon.com/t5/USB-low-full-high-speed/cy7c68013-audio%E5%BC%80%E5%8F%91%E9%97%AE%E9%A2%98/td-p/644675","Solved","https://community.infineon.com/html/assets/solved.svg","你好，我想咨询有关cy7c68013开发遇到的问题，我在尝试将固件修改为uac1.0协议，但是抓包信息在获取完语言0409的字符串描述符后设备不再工作，且设备管理器中该设备报错为代码10 STATUS_DEVICE_DATA_ERROR","","","","","llzz666","https://community.infineon.com/html/@4845BE2359674DBCE16B5A976BD412C8/badge_icons/Reply%20to%20questions_5.svg","https://community.infineon.com/html/@5314BCBE1A8075802F557371685FC5CB/badge_icons/Login_5.svg","2023/11/21","1100","0","11","","","","","","","","","","","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/102445","https://community.infineon.com/html/@809ED64A7C313CC4C781A2681ADEFC00/assets/image_2021_02_09T14_02_44_651Z.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","The PC uses multiple CYUSB3014 devices. How do I set BulkEndpoint for ea...","https://community.infineon.com/t5/USB-low-full-high-speed/The-PC-uses-multiple-CYUSB3014-devices-How-do-I-set-BulkEndpoint-for-each-device/td-p/679788","Solved","https://community.infineon.com/html/assets/solved.svg","Hello, please tell me a question. If we connect multiple CYUSB3014 devices to the PC and open them at the same time, how can we set the bulkEndpoint f...","Show More","https://community.infineon.com/","Hello, please tell me a question. If we connect multiple CYUSB3014 devices to the PC and open them at the same time, how can we set the bulkEndpoint for each device at this time, because from the existing routine, I see that bulkEndpoints are all obtained through ccyUSBDevice, and ccyUSBDevice is only instantiated once","Show Less","Translation_Bot","","","2024/1/19","365","0","4","","","","","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/166620","https://community.infineon.com/t5/image/serverpage/avatar-name/bird/avatar-theme/candy/avatar-collection/animals/avatar-display-size/profile/version/2?xdesc=1.0","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","FX2 I2C ; code hang","https://community.infineon.com/t5/USB-low-full-high-speed/FX2-I2C-code-hang/td-p/699682","Solved","https://community.infineon.com/html/assets/solved.svg","hi,
i have wrote a simple to code to access the esp8266 via I2C.
bilnk led and i2c_write ; LOOP
when the SDL is not connected to the ESP8266,the loop ...","Show More","https://community.infineon.com/","hi,","Show Less","jkl456","https://community.infineon.com/html/@DB310C00FCF7164DF57F5E9E38A34695/badge_icons/Reply%20to%20questions_1.svg","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","2024/2/22","202","0","1","i have wrote a simple to code to access the esp8266 via I2C.","","when the SDL is not connected to the ESP8266,the loop repeats (led blinks and I can see the SCL and SDA in logic analyzer).","3. SDCC compiler is used.","Please suggest ways to resolve or debug.","Thank you.","","","","bilnk led and i2c_write ; LOOP","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/75288","https://community.infineon.com/t5/image/serverpage/avatar-name/toyblock/avatar-theme/candy/avatar-collection/toys/avatar-display-size/profile/version/2?xdesc=1.0","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","FX2LP control Endpoint handshaking","https://community.infineon.com/t5/USB-low-full-high-speed/FX2LP-control-Endpoint-handshaking/td-p/699032","Solved","https://community.infineon.com/html/assets/solved.svg","Hi,","","","","","azot_0","https://community.infineon.com/html/@802D173B6CCE19D70A765EC56856B0C4/badge_icons/Reply%20to%20questions_10.svg","https://community.infineon.com/html/@1196654FE7D08F618233C90299142872/badge_icons/Questions%20asked_10.svg","2024/2/21","179","0","1","","","","","","","","","","","https://community.infineon.com/html/@2B1A508C78E14E291DB4F746ED38E75D/badge_icons/Login_25.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/63412","https://community.infineon.com/t5/image/serverpage/image-id/99826i6B58C0FD03A4BDF3/image-dimensions/150x150/image-coordinates/100%2C0%2C500%2C400?v=v2","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","Will CY7C65215 have two device in Linux if one channel is configured as ...","https://community.infineon.com/t5/USB-low-full-high-speed/Will-CY7C65215-have-two-device-in-Linux-if-one-channel-is-configured-as-SPI-and/td-p/696395","Solved","https://community.infineon.com/html/assets/solved.svg","Hi,
My customer wants to know if he can see two devices in Linux system when CY7C65215 is configured as SPI and I2C on the two channels.
Regards,
Kyle","Show More","https://community.infineon.com/","Hi,","Show Less","KyleLin","https://community.infineon.com/html/@9FEDFFCBA9FB60B2EB3889D72F5D4A95/badge_icons/Give%20accepted%20solutions_1.svg","https://community.infineon.com/html/@1AD53FB798C4B8F7899EC55B7B0CACE8/badge_icons/Login_50.svg","2024/2/18","264","0","3","My customer wants to know if he can see two devices in Linux system when CY7C65215 is configured as SPI and I2C on the two channels.","","Kyle","","","","","","","Regards,","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/22967","https://community.infineon.com/legacyfs/online/infineon/avatars/a1032_31.png","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","Program CX3 EEPROM through C#","https://community.infineon.com/t5/USB-low-full-high-speed/Program-CX3-EEPROM-through-C/td-p/694729","Solved","https://community.infineon.com/html/assets/solved.svg","Hi!
 
Following the CyUSB.NET.pdf file (2018, according to this is the lastest version https://community.infineon.com/t5/USB-superspeed-peripherals/CyUSB-NET-manual/td-p/105011...","Show More","https://community.infineon.com/","Hi!","Show Less","RaGa_4519521","https://community.infineon.com/html/@BBEC66922B1C4B9B7C6B587E96E232D8/badge_icons/Questions%20asked_5.svg","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","2024/2/15","172","0","1","","The file name of the firmware file is passed as the first parameter to the API. The file must be a *.imgto keep this operation from failing.""","","The DownloadFw method of CyFX3Device allows the user to download firmware to various media suchas RAM,I2C E2PROM and SPI FLASH.","","Thank you!","","","","Following the CyUSB.NET.pdf file (2018, according to this is the lastest version ) of the FX3 SDK , how can I program the EEPROM of a FX3/CX3 with my C# code?","https://community.infineon.com/html/@5D4E593E0A030CD78DB8D5CDDA2554E1/badge_icons/Likes%20received_1.svg"
"https://community.infineon.com/t5/user/viewprofilepage/user-id/165901","https://community.infineon.com/t5/image/serverpage/avatar-name/asian/avatar-theme/candy/avatar-collection/food/avatar-display-size/profile/version/2?xdesc=1.0","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","Does anyone have the Mouse Sample Firmware for CY7C63001A-PC ?","https://community.infineon.com/t5/USB-low-full-high-speed/Does-anyone-have-the-Mouse-Sample-Firmware-for-CY7C63001A-PC/td-p/692214","Solved","https://community.infineon.com/html/assets/solved.svg","Hi,
Despite what it says on the KB page ( https://community.infineon.com/t5/Knowledge-Base-Articles/Mouse-Sample-Firmware-for-CY7C63001A-PC/ta-p/257171...","Show More","https://community.infineon.com/","Hi,","Show Less","lucienmp","https://community.infineon.com/html/@BB7CBF68EA79EE2CE80785E7E8F100B7/badge_icons/Questions%20asked_1.svg","https://community.infineon.com/html/@4F31C10E63A8DEAD5447F4ACE23F9B35/badge_icons/Login_1.svg","2024/2/9","286","0","2","Despite what it says on the KB page (  ) the support team doenst have this data any more, or doesnt want to share it.  So I am looking out there with people to obtain this firmware samples, does anyone have it ?","","Cheers,","","","","","","","",""
"https://community.infineon.com/t5/user/viewprofilepage/user-id/91152","https://community.infineon.com/t5/image/serverpage/image-id/103385i09911AB43DAC81B8/image-dimensions/150x150/image-coordinates/0%2C0%2C150%2C150?v=v2","USB low-full-high speed peripherals","https://community.infineon.com/t5/USB-low-full-high-speed/bd-p/USBLowFullHighSpeedPeripherals","Is there a software specification for CY7C65213A??","https://community.infineon.com/t5/USB-low-full-high-speed/Is-there-a-software-specification-for-CY7C65213A/td-p/690949","Solved","https://community.infineon.com/html/assets/solved.svg","Hi Support,
Thank you for your usual support.

Is there a software specification for CY7C65213A??

Best regards,
Koki","","","","","Koki","https://community.infineon.com/html/@1AD53FB798C4B8F7899EC55B7B0CACE8/badge_icons/Login_50.svg","https://community.infineon.com/html/@8D0CEDDB2B2BA0125F60F1F756154B75/badge_icons/Likes%20given_1.svg","2024/2/7","188","0","1","","","","","","","","","","","https://community.infineon.com/html/@1196654FE7D08F618233C90299142872/badge_icons/Questions%20asked_10.svg"
